series,event,when,match,leg,model,bid,ask,spread,depth,fee,ev,eff_n_min,book_sum,tradeable,thin_data
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08WOBFCK,2026-08-08T21:30,Wolfsburg v Kaiserslautern,HOME,0.579503989586468,0.58,0.61,0.030000000000000027,10198.323600000002,0.016653,-0.04714901041353203,44.78168661453569,1.02,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08WOBFCK,2026-08-08T21:30,Wolfsburg v Kaiserslautern,DRAW,0.22023786021664532,0.2,0.22,0.01999999999999999,6455.4492,0.012012000000000002,-0.011774139783354683,44.78168661453569,1.02,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08WOBFCK,2026-08-08T21:30,Wolfsburg v Kaiserslautern,AWAY,0.20025815019688673,0.16,0.19,0.03,8249.76,0.010773000000000001,-0.0005148498031132785,44.78168661453569,1.02,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCMEBS,2026-08-08T14:00,Magdeburg v Braunschweig,HOME,0.5692580200840008,0.53,0.54,0.010000000000000009,5267.198200000001,0.017388,0.011870020084000801,44.78892000615622,1.0,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCMEBS,2026-08-08T14:00,Magdeburg v Braunschweig,DRAW,0.2321681764773396,0.21,0.24,0.03,7774.52,0.012768000000000002,-0.020599823522660404,44.78892000615622,1.0,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCMEBS,2026-08-08T14:00,Magdeburg v Braunschweig,AWAY,0.19857380343865969,0.2,0.22,0.01999999999999999,7671.4800000000005,0.012012000000000002,-0.03343819656134032,44.78892000615622,1.0,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08KSCARM,2026-08-08T14:00,Karlsruhe v Bielefeld,HOME,0.45012487338625484,0.35,0.37,0.020000000000000018,8405.185,0.016317,0.06380787338625485,29.041359638402007,1.01,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08KSCARM,2026-08-08T14:00,Karlsruhe v Bielefeld,DRAW,0.23774933456402808,0.23,0.25,0.01999999999999999,6759.63,0.013125000000000001,-0.02537566543597192,29.041359638402007,1.01,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08KSCARM,2026-08-08T14:00,Karlsruhe v Bielefeld,AWAY,0.31212579204971697,0.38,0.39,0.010000000000000009,5929.918,0.016653,-0.09452720795028305,29.041359638402007,1.01,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCHOSN,2026-08-08T14:00,Heidenheim v Osnabruck,HOME,0.6984612703748486,0.56,0.57,0.009999999999999898,3878.8223000000007,0.017157000000000002,0.11130427037484866,7.142039066702589,0.99,False,True
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCHOSN,2026-08-08T14:00,Heidenheim v Osnabruck,DRAW,0.1872124416336742,0.23,0.25,0.01999999999999999,5292.7482,0.013125000000000001,-0.0759125583663258,7.142039066702589,0.99,False,True
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG08FCHOSN,2026-08-08T14:00,Heidenheim v Osnabruck,AWAY,0.1143262879914771,0.15,0.17,0.020000000000000018,6140.4893999999995,0.009877000000000002,-0.06555071200852292,7.142039066702589,0.99,False,True
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG07BOCBSC,2026-08-07T21:30,Bochum v Hertha,HOME,0.441372152490517,0.42,0.44,0.020000000000000018,8300.096800000001,0.017248000000000003,-0.015875847509483,47.425527843886364,1.03,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG07BOCBSC,2026-08-07T21:30,Bochum v Hertha,DRAW,0.26420134668657186,0.25,0.27,0.020000000000000018,7435.970000000001,0.013797000000000002,-0.019595653313428163,47.425527843886364,1.03,True,False
KXBUNDESLIGA2GAME,KXBUNDESLIGA2GAME-26AUG07BOCBSC,2026-08-07T21:30,Bochum v Hertha,AWAY,0.2944265008229112,0.3,0.32,0.020000000000000018,5321.436000000001,0.015232,-0.04080549917708879,47.425527843886364,1.03,True,False
KXMLSGAME,KXMLSGAME-26AUG19TORCLT,2026-08-20T02:30,Toronto FC v Charlotte,HOME,0.33736406344324765,0.38,0.43,0.04999999999999999,925.36,0.017157000000000002,-0.10979293655675235,48.28355871254596,1.12,True,False
KXMLSGAME,KXMLSGAME-26AUG19TORCLT,2026-08-20T02:30,Toronto FC v Charlotte,DRAW,0.28243076560359603,0.25,0.3,0.04999999999999999,2533.94,0.0147,-0.03226923439640398,48.28355871254596,1.12,True,False
KXMLSGAME,KXMLSGAME-26AUG19TORCLT,2026-08-20T02:30,Toronto FC v Charlotte,AWAY,0.3802051709531562,0.33,0.39,0.06,2432.68,0.016653,-0.026447829046843813,48.28355871254596,1.12,True,False
KXMLSGAME,KXMLSGAME-26AUG19PHIMIA,2026-08-20T02:30,Philadelphia Union v Inter Miami,HOME,0.4229466404523737,0.35,0.41,0.06,1274.7800000000002,0.016933000000000004,-0.0039863595476263,50.98132143742819,1.1,True,False
KXMLSGAME,KXMLSGAME-26AUG19PHIMIA,2026-08-20T02:30,Philadelphia Union v Inter Miami,DRAW,0.2216043979831566,0.25,0.26,0.010000000000000009,597.0799999999999,0.013468,-0.05186360201684342,50.98132143742819,1.1,True,False
KXMLSGAME,KXMLSGAME-26AUG19PHIMIA,2026-08-20T02:30,Philadelphia Union v Inter Miami,AWAY,0.3554489615644696,0.39,0.43,0.03999999999999998,2365.17,0.017157000000000002,-0.09170803843553038,50.98132143742819,1.1,True,False
KXMLSGAME,KXMLSGAME-26AUG19ORLCHI,2026-08-20T02:30,Orlando City v Chicago Fire,HOME,0.48320123891892675,0.29,0.34,0.050000000000000044,1521.2599999999998,0.015708000000000003,0.1274932389189267,49.27222765036183,1.09,True,False
KXMLSGAME,KXMLSGAME-26AUG19ORLCHI,2026-08-20T02:30,Orlando City v Chicago Fire,DRAW,0.2187761781262361,0.25,0.26,0.010000000000000009,1145.73,0.013468,-0.05469182187376392,49.27222765036183,1.09,True,False
KXMLSGAME,KXMLSGAME-26AUG19ORLCHI,2026-08-20T02:30,Orlando City v Chicago Fire,AWAY,0.2980225829548373,0.44,0.49,0.04999999999999999,1037.7,0.017493,-0.2094704170451627,49.27222765036183,1.09,True,False
KXMLSGAME,KXMLSGAME-26AUG19DCUNE,2026-08-20T02:30,DC United v New England Revolution,HOME,0.3772117708201734,0.42,0.51,0.09000000000000002,683.3699999999999,0.017493,-0.15028122917982661,48.096129490691524,1.13,False,False
KXMLSGAME,KXMLSGAME-26AUG19DCUNE,2026-08-20T02:30,DC United v New England Revolution,DRAW,0.2577368966160451,0.25,0.3,0.04999999999999999,1522.72,0.0147,-0.05696310338395489,48.096129490691524,1.13,True,False
KXMLSGAME,KXMLSGAME-26AUG19DCUNE,2026-08-20T02:30,DC United v New England Revolution,AWAY,0.36505133256378136,0.26,0.32,0.06,1251.7399999999998,0.015232,0.029819332563781352,48.096129490691524,1.13,True,False
KXMLSGAME,KXMLSGAME-26AUG19CLBMTL,2026-08-20T02:30,Columbus Crew v CF Montreal,HOME,0.6369474913336433,0.59,0.64,0.050000000000000044,1427.2000000000003,0.016128000000000003,-0.01918050866635676,48.8299020651375,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG19CLBMTL,2026-08-20T02:30,Columbus Crew v CF Montreal,DRAW,0.20453529344595706,0.19,0.24,0.04999999999999999,1612.5900000000001,0.012768000000000002,-0.04823270655404294,48.8299020651375,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG19CLBMTL,2026-08-20T02:30,Columbus Crew v CF Montreal,AWAY,0.15851721522039972,0.18,0.19,0.010000000000000009,774.91,0.010773000000000001,-0.042255784779600264,48.8299020651375,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG19CINNYC,2026-08-20T02:30,FC Cincinnati v New York City,HOME,0.4470510350487582,0.43,0.48,0.04999999999999999,1157.77,0.017472,-0.050420964951241806,52.4157679885663,1.1,True,False
KXMLSGAME,KXMLSGAME-26AUG19CINNYC,2026-08-20T02:30,FC Cincinnati v New York City,DRAW,0.24353606577354153,0.25,0.26,0.010000000000000009,592.8900000000001,0.013468,-0.029931934226458477,52.4157679885663,1.1,True,False
KXMLSGAME,KXMLSGAME-26AUG19CINNYC,2026-08-20T02:30,FC Cincinnati v New York City,AWAY,0.30941289917770054,0.29,0.36,0.07,1623.2900000000002,0.016128,-0.06671510082229945,52.4157679885663,1.1,False,False
KXMLSGAME,KXMLSGAME-26AUG16SEAVAN,2026-08-17T05:30,Seattle Sounders v Vancouver Whitecaps,HOME,0.3731047371734023,0.27,0.34,0.07,3485.68,0.015708000000000003,0.017396737173402257,51.50407131479477,1.07,False,False
KXMLSGAME,KXMLSGAME-26AUG16SEAVAN,2026-08-17T05:30,Seattle Sounders v Vancouver Whitecaps,DRAW,0.27064707287117457,0.25,0.26,0.010000000000000009,1439.82,0.013468,-0.002820927128825472,51.50407131479477,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG16SEAVAN,2026-08-17T05:30,Seattle Sounders v Vancouver Whitecaps,AWAY,0.3562481899554231,0.44,0.47,0.02999999999999997,921.49,0.017437,-0.1311888100445769,51.50407131479477,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG16ATXDAL,2026-08-17T03:30,Austin FC v FC Dallas,HOME,0.34976211966931,0.31,0.35,0.03999999999999998,1432.16,0.015925,-0.01616288033069003,49.37287810751113,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16ATXDAL,2026-08-17T03:30,Austin FC v FC Dallas,DRAW,0.26262007721782876,0.25,0.27,0.020000000000000018,2454.52,0.013797000000000002,-0.02117692278217126,49.37287810751113,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16ATXDAL,2026-08-17T03:30,Austin FC v FC Dallas,AWAY,0.3876178031128611,0.4,0.43,0.02999999999999997,1720.2,0.017157000000000002,-0.05953919688713885,49.37287810751113,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16NYCPHI,2026-08-17T01:00,New York City v Philadelphia Union,HOME,0.4562865673049634,0.52,0.55,0.030000000000000027,1078.01,0.017325,-0.1110384326950366,50.98132143742819,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16NYCPHI,2026-08-17T01:00,New York City v Philadelphia Union,DRAW,0.262416358634096,0.25,0.26,0.010000000000000009,1762.8600000000001,0.013468,-0.011051641365904023,50.98132143742819,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16NYCPHI,2026-08-17T01:00,New York City v Philadelphia Union,AWAY,0.28129707406094057,0.21,0.24,0.03,1621.6974999999998,0.012768000000000002,0.0285290740609406,50.98132143742819,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG16CHIPOR,2026-08-17T01:00,Chicago Fire v Portland Timbers,HOME,0.48889658218817295,0.59,0.6,0.010000000000000009,733.51,0.016800000000000002,-0.12790341781182699,49.27222765036183,1.0,True,False
KXMLSGAME,KXMLSGAME-26AUG16CHIPOR,2026-08-17T01:00,Chicago Fire v Portland Timbers,DRAW,0.22481588399652752,0.18,0.19,0.010000000000000009,1093.28,0.010773000000000001,0.024042883996527546,49.27222765036183,1.0,True,False
KXMLSGAME,KXMLSGAME-26AUG16CHIPOR,2026-08-17T01:00,Chicago Fire v Portland Timbers,AWAY,0.2862875338152995,0.2,0.21,0.009999999999999981,1489.8496,0.011613000000000002,0.06467453381529951,49.27222765036183,1.0,True,False
KXMLSGAME,KXMLSGAME-26AUG15LAFCSD,2026-08-16T05:30,Los Angeles FC v San Diego FC,HOME,0.5487346572161211,0.65,0.68,0.030000000000000027,1629.87,0.015232,-0.14649734278387894,34.469233854617386,1.08,True,False
KXMLSGAME,KXMLSGAME-26AUG15LAFCSD,2026-08-16T05:30,Los Angeles FC v San Diego FC,DRAW,0.22773497100321832,0.19,0.22,0.03,2100.8500000000004,0.012012000000000002,-0.0042770289967816524,34.469233854617386,1.08,True,False
KXMLSGAME,KXMLSGAME-26AUG15LAFCSD,2026-08-16T05:30,Los Angeles FC v San Diego FC,AWAY,0.2235303717806605,0.15,0.18,0.03,1477.8699999999997,0.010332000000000001,0.03319837178066049,34.469233854617386,1.08,True,False
KXMLSGAME,KXMLSGAME-26AUG15RSLMIN,2026-08-16T04:30,Real Salt Lake v Minnesota United,HOME,0.4416418115373184,0.54,0.56,0.020000000000000018,1375.62,0.017248,-0.13560618846268163,49.37602077189301,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG15RSLMIN,2026-08-16T04:30,Real Salt Lake v Minnesota United,DRAW,0.26581959680455647,0.25,0.26,0.010000000000000009,1891.9099999999999,0.013468,-0.007648403195443541,49.37602077189301,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG15RSLMIN,2026-08-16T04:30,Real Salt Lake v Minnesota United,AWAY,0.2925385916581254,0.21,0.23,0.020000000000000018,1415.06,0.012397000000000004,0.05014159165812536,49.37602077189301,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG15COLSKC,2026-08-16T04:30,Colorado Rapids v Sporting Kansas City,HOME,0.5903117415850155,0.68,0.7,0.019999999999999907,1420.9999999999998,0.014700000000000003,-0.12438825841498442,48.73592739016112,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15COLSKC,2026-08-16T04:30,Colorado Rapids v Sporting Kansas City,DRAW,0.2112879927895402,0.18,0.2,0.020000000000000018,2323.26,0.011200000000000002,8.79927895401783e-05,48.73592739016112,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15COLSKC,2026-08-16T04:30,Colorado Rapids v Sporting Kansas City,AWAY,0.1984002656254444,0.12,0.16,0.04000000000000001,3021.1416,0.009408000000000001,0.028992265625444408,48.73592739016112,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15NSHMIA,2026-08-16T03:30,Nashville SC v Inter Miami,HOME,0.447802903415607,0.42,0.45,0.030000000000000027,1677.3055000000004,0.017325000000000007,-0.019522096584392967,50.764499532447914,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15NSHMIA,2026-08-16T03:30,Nashville SC v Inter Miami,DRAW,0.23168388858333583,0.25,0.26,0.010000000000000009,2832.832799999999,0.013468,-0.04178411141666415,50.764499532447914,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15NSHMIA,2026-08-16T03:30,Nashville SC v Inter Miami,AWAY,0.32051320800105726,0.34,0.36,0.019999999999999962,7592.24,0.016128,-0.0556147919989427,50.764499532447914,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15TORNE,2026-08-16T02:30,Toronto FC v New England Revolution,HOME,0.38776421800274086,0.39,0.4,0.010000000000000009,1244.4,0.016800000000000002,-0.029035781997259168,48.201345347386706,1.03,True,False
KXMLSGAME,KXMLSGAME-26AUG15TORNE,2026-08-16T02:30,Toronto FC v New England Revolution,DRAW,0.274934842605687,0.24,0.25,0.010000000000000009,1181.8899999999999,0.013125000000000001,0.011809842605687012,48.201345347386706,1.03,True,False
KXMLSGAME,KXMLSGAME-26AUG15TORNE,2026-08-16T02:30,Toronto FC v New England Revolution,AWAY,0.337300939391572,0.36,0.38,0.020000000000000018,2330.5274,0.016492,-0.059191060608427985,48.201345347386706,1.03,True,False
KXMLSGAME,KXMLSGAME-26AUG15ORLCIN,2026-08-16T02:30,Orlando City v FC Cincinnati,HOME,0.4613714238724964,0.41,0.43,0.020000000000000018,2034.4,0.017157000000000002,0.014214423872496443,51.15724609025226,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15ORLCIN,2026-08-16T02:30,Orlando City v FC Cincinnati,DRAW,0.21543334755155272,0.25,0.26,0.010000000000000009,3355.7406,0.013468,-0.05803465244844729,51.15724609025226,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15ORLCIN,2026-08-16T02:30,Orlando City v FC Cincinnati,AWAY,0.3231952285759508,0.37,0.38,0.010000000000000009,3607.08,0.016492,-0.07329677142404922,51.15724609025226,1.07,True,False
KXMLSGAME,KXMLSGAME-26AUG15MTLDCU,2026-08-16T02:30,CF Montreal v DC United,HOME,0.4741266635218532,0.41,0.45,0.040000000000000036,2194.14,0.017325000000000007,0.006801663521853157,48.096129490691524,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15MTLDCU,2026-08-16T02:30,CF Montreal v DC United,DRAW,0.2490943872874664,0.25,0.28,0.030000000000000027,2034.93,0.014112000000000001,-0.045017612712533614,48.096129490691524,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15MTLDCU,2026-08-16T02:30,CF Montreal v DC United,AWAY,0.27677894919068036,0.3,0.33,0.030000000000000027,797.7900000000001,0.015477,-0.06869805080931969,48.096129490691524,1.06,True,False
KXMLSGAME,KXMLSGAME-26AUG15CLTCLB,2026-08-16T02:30,Charlotte v Columbus Crew,HOME,0.42604084748830373,0.44,0.46,0.020000000000000018,1396.4471999999998,0.017388000000000004,-0.051347152511696234,49.40770397867533,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG15CLTCLB,2026-08-16T02:30,Charlotte v Columbus Crew,DRAW,0.26019513699484575,0.25,0.27,0.020000000000000018,2399.22,0.013797000000000002,-0.023601863005154267,49.40770397867533,1.05,True,False
KXMLSGAME,KXMLSGAME-26AUG15CLTCLB,2026-08-16T02:30,Charlotte v Columbus Crew,AWAY,0.31376401551685057,0.3,0.32,0.020000000000000018,1050.6616000000001,0.015232,-0.02146798448314944,49.40770397867533,1.05,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17PACPUE,2026-08-18T06:00,Pachuca v Puebla,HOME,0.6627085613738167,0.69,0.71,0.020000000000000018,1240.93,0.014413000000000002,-0.06170443862618324,49.62334030233586,1.0899999999999999,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17PACPUE,2026-08-18T06:00,Pachuca v Puebla,DRAW,0.21025973692595154,0.19,0.22,0.03,1755.63,0.012012000000000002,-0.021752263074048435,49.62334030233586,1.0899999999999999,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17PACPUE,2026-08-18T06:00,Pachuca v Puebla,AWAY,0.12703170170023179,0.13,0.16,0.03,2200.056,0.009408000000000001,-0.04237629829976822,49.62334030233586,1.0899999999999999,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17NCXLEO,2026-08-18T04:00,Necaxa v Club Leon,HOME,0.5016619792415998,0.44,0.46,0.020000000000000018,764.9599999999999,0.017388000000000004,0.024273979241599863,49.954678849629786,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17NCXLEO,2026-08-18T04:00,Necaxa v Club Leon,DRAW,0.24519598846639332,0.25,0.3,0.04999999999999999,2711.95,0.0147,-0.06950401153360668,49.954678849629786,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG17NCXLEO,2026-08-18T04:00,Necaxa v Club Leon,AWAY,0.253142032292007,0.28,0.34,0.06,1434.08,0.015708000000000003,-0.102565967707993,49.954678849629786,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16SLACDG,2026-08-17T04:00,Santos Laguna v Guadalajara Chivas,HOME,0.2413267860518658,0.18,0.24,0.06,2661.8399999999997,0.012768000000000002,-0.011441213948134188,49.73789180118563,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16SLACDG,2026-08-17T04:00,Santos Laguna v Guadalajara Chivas,DRAW,0.25469653920661084,0.2,0.23,0.03,661.28,0.012397000000000004,0.012299539206610826,49.73789180118563,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16SLACDG,2026-08-17T04:00,Santos Laguna v Guadalajara Chivas,AWAY,0.5039766747415232,0.59,0.63,0.040000000000000036,1931.6200000000003,0.016317,-0.14234032525847679,49.73789180118563,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16AMEASL,2026-08-17T02:00,Club America v Atl. San Luis,HOME,0.6700948842495488,0.61,0.64,0.030000000000000027,2401.82,0.016128000000000003,0.013966884249548756,51.218502588812626,1.1400000000000001,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16AMEASL,2026-08-17T02:00,Club America v Atl. San Luis,DRAW,0.2004260355102826,0.2,0.25,0.04999999999999999,2489.61,0.013125000000000001,-0.0626989644897174,51.218502588812626,1.1400000000000001,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16AMEASL,2026-08-17T02:00,Club America v Atl. San Luis,AWAY,0.12947908024016871,0.16,0.25,0.09,2523.19,0.013125000000000001,-0.13364591975983128,51.218502588812626,1.1400000000000001,False,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16PUMQUE,2026-08-16T21:00,UNAM Pumas v Queretaro,HOME,0.6023093906431941,0.58,0.61,0.030000000000000027,1398.9913,0.016653,-0.02434360935680588,48.77437843275827,1.05,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16PUMQUE,2026-08-16T21:00,UNAM Pumas v Queretaro,DRAW,0.23375023710048728,0.21,0.22,0.010000000000000009,311.0664,0.012012000000000002,0.0017382371004872818,48.77437843275827,1.05,False,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG16PUMQUE,2026-08-16T21:00,UNAM Pumas v Queretaro,AWAY,0.16394037225631855,0.18,0.22,0.04000000000000001,1558.31,0.012012000000000002,-0.06807162774368145,48.77437843275827,1.05,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ATLTIG,2026-08-16T06:00,Atlas v Tigres UANL,HOME,0.2753595769779653,0.28,0.33,0.04999999999999999,2079.29,0.015477,-0.0701174230220347,51.932657247303915,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ATLTIG,2026-08-16T06:00,Atlas v Tigres UANL,DRAW,0.27512147695050504,0.27,0.31,0.03999999999999998,2768.5,0.014972999999999998,-0.049851523049494986,51.932657247303915,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ATLTIG,2026-08-16T06:00,Atlas v Tigres UANL,AWAY,0.4495189460715297,0.45,0.46,0.010000000000000009,2229.0,0.017388000000000004,-0.027869053928470323,51.932657247303915,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15MONJUA,2026-08-16T04:00,Monterrey v Juarez,HOME,0.6608410614598316,0.63,0.66,0.030000000000000027,2106.19,0.015708,-0.014866938540168462,50.95673731969357,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15MONJUA,2026-08-16T04:00,Monterrey v Juarez,DRAW,0.19361537480502278,0.21,0.22,0.010000000000000009,1565.5673000000002,0.012012000000000002,-0.038396625194977226,50.95673731969357,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15MONJUA,2026-08-16T04:00,Monterrey v Juarez,AWAY,0.14554356373514551,0.18,0.22,0.04000000000000001,2613.9722,0.012012000000000002,-0.08646843626485448,50.95673731969357,1.1,True,False
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ALATOL,2026-08-16T02:00,Atlante v Toluca,HOME,0.39609556536495577,0.19,0.22,0.03,5143.88,0.012012000000000002,0.1640835653649558,2.9413874961048085,1.1,False,True
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ALATOL,2026-08-16T02:00,Atlante v Toluca,DRAW,0.24335453925904754,0.22,0.24,0.01999999999999999,2560.7295999999997,0.012768000000000002,-0.00941346074095245,2.9413874961048085,1.1,False,True
KXLIGAMXGAME,KXLIGAMXGAME-26AUG15ALATOL,2026-08-16T02:00,Atlante v Toluca,AWAY,0.36054989537599685,0.62,0.64,0.020000000000000018,1764.06,0.016128000000000003,-0.29557810462400314,2.9413874961048085,1.1,False,True
